caseid	gender	race	c1rrscal	c1rrttsco	c1rmscal	c1rmtsco	c1rgscal	c1rgtsco	c1fmotor	c1gmotor	c2rrscal	c2rrtsco	c2rmscal	c2rmtsco	c2rgscal	c2rgtsco	c3rrscal	c3rrtsco	c3rmscal	c3rmtsco	c3rgscal	c3rgtsco	c4rrscal	c4rrtsco	c4rmscal	c4rmtsco	c4rgscal	c4rgtsco	p1learn	p1contro	p1social	t1learn	t1contro	t1interp	t1extern	t1intern	p1center	p1disabl	p1htotal	p1hfamil	p1firkdg	p1hrsprk	wkmomed	wkdaded	wklangst	wksesl	wksesq5	s2kpupri	p1count	lower(az1)	p1pencil	p1still	p1letter	p1verbal	p1expect	p1readbo	p1tellst	p1singso	p1helpar	p1chores	p1games	p1nature	p1build	p1sport	p1chlboo	p1chsesa	p2librar	p2safepl	p2garbag	p2drug	p2burglr	p2violen	p2vacant	p2bktog	ses_orig	rv
938	2	1	34	64	23	57	28	58	7	6	46	62	32	56	38	63	46	57	51	67	39	61	63	56	60	70	43	62	3.67	2.80	4.00	3.83	3.67	4.00	1.20	1.00	1	2	6	1	1	90	3	5	2	44	3	1	3	2	2	2	2	2	4	4	2	4	2	4	2	2	2	2	50	1	2	3	3	3	3	3	3	5	-0.08	0.69
939	1	1	13	36	12	39	22	51	6	6	16	30	19	41	19	41	19	30	21	39	26	45	28	29	32	40	28	43	3.33	1.80	3.33	2.50	2.00	2.80	1.20	2.75	2	2	4	1	1	0	2	5	2	44	3	1	1	1	1	1	2	2	4	3	3	4	4	4	3	2	4	4	100	1	1	3	3	3	3	3	3	7	-0.12	0.67
940	2	1	30	61	35	68	26	55	7	8	65	72	52	74	38	64	68	69	50	66	38	60	82	68	55	61	46	68	3.83	3.60	4.00	3.83	3.67	3.75	1.20	1.00	2	2	5	1	1	0	3	5	2	44	3	2	1	3	2	1	2	1	5	3	2	4	2	4	2	2	2	1	200	1	1	3	3	3	3	3	3	7	-0.14	0.51
941	2	1	20	48	18	49	22	51	6	6	29	48	21	45	19	41	34	49	36	55	31	51	54	50	47	55	33	48	3.50	3.40	4.00	3.67	3.00	3.40	1.40	1.00	1	2	4	1	1	0	3	2	2	44	3	1	2	1	1	1	2	2	5	3	2	4	2	4	3	2	2	3	40	1	1	2	3	3	3	3	3	7	-0.09	0.62
942	2	1	34	64	26	60	33	64	9	6	44	61	42	65	38	64	53	61	45	62	39	61	73	61	57	65	45	65	3.00	3.00	3.33	4.00	4.00	4.00	1.00	1.00	2	2	3	2	1	35	5	5	2	44	3	1	2	2	2	2	2	2	4	3	3	4	2	3	2	2	2	3	50	1	1	3	3	3	3	3	3	7	-0.14	0.95
943	1	1	16	41	33	67	22	50	7	8	32	51	48	70	30	54	40	53	54	69	33	53	70	59	59	67	42	61	2.50	2.60	3.67	3.00	3.00	3.00	1.40	1.00	1	2	4	1	1	20	3	5	2	44	3	2	3	2	3	2	2	3	4	2	2	3	1	3	2	1	1	3	50	2	1	1	3	3	3	3	3	0	-0.10	0.02
944	1	2	12	31	16	47	17	44	7	5	17	32	22	46	28	51	22	34	35	54	26	46	39	41	41	48	32	47	2.83	3.40	2.67	3.00	3.25	3.00	1.00	1.00	1	1	4	1	1	50	6	3	2	44	3	2	3	2	1	2	2	2	4	4	4	4	2	2	2	2	3	3	50	2	2	3	3	3	3	3	3	1	-0.12	0.74
945	1	1	25	54	33	66	34	65	8	5	39	58	40	63	42	70	39	53	48	64	44	69	54	50	58	66	45	66	3.50	3.00	3.33	4.00	4.00	4.00	1.00	1.25	1	2	3	2	1	40	3	7	2	44	3	1	2	2	1	1	1	1	6	3	3	4	3	3	4	3	2	3	100	2	1	3	3	3	3	3	3	5	-0.11	0.10
946	2	2	20	49	21	55	18	46	8	7	36	55	28	52	15	34	49	59	39	57	16	32	66	57	47	54	26	40	2.83	3.00	3.67	3.50	3.00	3.20	1.60	1.25	1	2	4	1	1	113	5	3	2	44	3	1	1	1	1	1	1	1	6	4	3	3	2	3	1	3	3	4	10	1	2	3	3	3	3	3	3	2	-0.11	0.70
947	1	1	31	61	22	56	24	53	8	8	35	54	31	55	30	54	41	54	40	58	31	52	60	54	48	55	38	55	3.00	2.60	2.67	3.67	3.75	2.40	1.40	2.25	1	2	6	1	1	50	3	5	2	44	3	1	2	2	2	2	3	2	4	4	2	2	2	2	2	2	2	2	100	2	1	2	3	3	3	3	3	3	-0.08	0.86
948	1	1	25	54	25	59	19	46	7	8	27	46	27	52	23	46	33	48	42	60	27	46	48	47	50	57	28	42	2.50	2.80	4.00	3.67	3.75	3.80	1.20	1.75	1	2	4	1	2	35	3	3	2	44	3	1	2	1	1	1	1	2	4	3	3	4	2	3	3	3	3	4	100	2	2	3	3	3	3	3	3	7	-0.08	0.15
949	2	2	31	61	23	57	20	48	7	6	39	58	32	56	20	42	41	54	35	53	22	41	54	50	45	52	36	52	3.33	3.60	4.00	3.67	3.25	3.80	1.40	1.50	1	2	5	1	1	0	5	5	2	44	3	1	2	2	2	2	2	2	4	4	2	4	2	4	2	2	2	4	75	1	1	3	3	3	3	3	3	3	-0.06	0.33
950	2	1	27	56	23	57	25	54	5	3	38	57	36	60	33	57	47	58	44	62	40	62	68	58	58	66	43	61	3.50	3.00	3.33	3.50	3.25	3.60	1.80	2.00	1	1	3	2	1	43	5	3	2	44	3	1	1	1	3	1	1	1	6	3	3	4	2	4	3	3	2	3	70	1	2	2	3	3	3	3	3	2	-0.10	0.78
951	2	1	30	60	20	53	26	56	8	8	59	69	28	52	33	58	68	69	34	53	33	53	80	66	46	53	39	56	3.33	3.00	3.33	3.33	3.25	3.00	1.00	1.25	1	2	5	1	1	8	5	3	2	44	3	1	2	1	2	2	2	1	5	3	2	4	2	4	3	1	3	2	30	1	2	3	3	3	3	3	3	0	-0.13	0.81
952	2	1	18	45	17	48	19	46	8	6	35	54	21	44	29	53	38	52	33	52	33	53	51	49	38	46	31	46	3.17	3.00	3.33	2.67	3.50	3.00	1.20	1.50	2	2	4	1	1	0	4	3	2	44	3	1	3	2	3	2	3	2	3	3	2	2	3	3	2	2	2	3	60	1	2	3	3	3	3	3	3	4	-0.12	0.95
953	1	8	23	51	25	59	32	63	8	7	33	52	30	54	36	61	33	48	32	50	40	62	44	44	38	45	43	61	3.50	3.00	3.33	2.83	2.50	2.80	1.80	1.25	2	2	3	2	1	35	3	6	2	44	3	1	4	3	3	2	3	2	4	3	3	2	2	2	3	2	3	3	40	1	1	3	3	3	3	3	3	2	-0.14	0.84
954	1	8	17	44	18	50	21	49	3	8	19	35	23	47	24	47	34	49	31	49	24	43	47	46	32	40	36	52	2.67	1.80	3.00	2.50	2.25	2.20	3.80	2.00	1	2	5	1	1	25	5	5	2	44	3	2	1	1	1	3	1	1	4	4	3	4	3	4	3	2	1	2	125	2	1	3	3	3	3	3	3	3	-0.10	0.51
955	1	4	14	39	25	59	21	49	7	8	24	43	36	59	31	55	33	48	31	49	35	55	57	52	51	58	40	57	3.00	3.00	3.33	3.50	2.50	2.20	2.00	2.00	2	2	5	1	1	0	1	6	1	44	3	1	2	2	2	1	2	2	4	2	3	2	2	4	2	1	2	3	20	1	1	3	3	3	3	3	3	2	-0.10	0.85
956	1	1	15	40	16	46	22	51	6	8	26	45	31	55	34	58	25	39	22	40	29	49	51	48	42	50	36	52	3.50	3.60	3.33	3.17	3.25	3.20	1.60	1.00	2	2	3	2	1	0	5	3	2	44	3	1	2	1	1	1	1	1	4	3	3	3	3	4	3	2	4	3	50	2	1	2	3	3	3	3	3	1	-0.08	0.33
957	1	1	25	55	18	51	30	60	6	8	39	58	34	58	29	53	41	54	32	50	36	58	75	63	52	59	43	63	2.83	2.80	4.00	2.33	2.25	2.80	2.40	2.00	1	2	4	1	1	40	5	3	2	44	3	1	2	1	2	2	3	1	4	2	3	4	3	4	3	3	3	3	30	1	1	3	3	3	3	3	3	7	-0.12	0.83
958	1	1	25	55	17	48	34	64	3	7	43	60	33	57	36	61	37	51	31	49	39	61	54	50	45	52	46	69	3.17	3.00	3.67	2.67	2.75	2.00	1.20	1.50	1	2	5	1	1	16	4	5	2	44	3	1	4	2	4	2	3	2	5	3	3	3	2	3	2	4	2	3	200	2	2	3	3	3	3	3	3	7	-0.10	0.20
959	1	1	13	36	9	32	17	44	3	5	15	27	11	25	23	46	16	25	11	19	31	51	17	11	13	10	31	45	3.17	1.80	3.33	1.67	1.67	1.75	2.80	1.67	1	1	4	1	1	0	5	3	2	44	3	1	4	2	3	2	2	1	3	4	4	2	2	4	2	2	4	4	100	1	1	2	3	3	3	3	2	0	-0.14	0.12
960	2	1	28	58	30	63	22	51	5	8	41	59	32	56	26	50	57	63	43	61	33	54	78	65	56	63	38	54	4.00	2.40	4.00	3.00	3.00	3.00	1.20	1.00	2	2	4	1	1	0	4	4	2	44	3	1	3	1	3	2	2	1	5	4	4	4	4	4	4	2	4	3	100	1	1	3	3	3	3	3	3	7	-0.14	0.92
961	2	4	20	49	21	54	30	60	4	7	29	48	29	53	31	55	34	49	33	51	34	55	55	51	41	48	38	54	3.33	2.20	2.67	3.33	3.00	3.20	2.00	2.00	1	2	4	4	1	50	5	5	2	44	3	1	3	2	2	3	2	2	4	4	4	3	3	4	3	3	3	3	40	1	2	2	3	3	2	3	3	2	-0.15	0.89
962	1	1	24	53	35	68	28	58	7	7	38	57	37	61	40	67	41	54	44	62	41	64	58	52	54	61	44	64	3.00	3.00	3.33	2.50	2.75	3.00	1.80	1.75	1	2	3	2	1	25	5	3	2	44	3	2	3	3	3	2	3	1	4	3	3	3	3	2	3	2	2	2	40	1	1	2	3	3	3	3	3	7	-0.09	0.16
963	2	1	26	55	22	55	15	42	7	5	31	50	29	53	23	46	39	53	37	55	30	49	52	49	46	54	35	51	3.83	3.60	3.00	4.00	3.75	4.00	1.20	1.75	1	2	3	2	1	45	3	5	2	44	3	1	3	2	2	3	2	2	3	3	4	4	2	4	4	4	2	2	150	2	2	3	3	3	3	3	3	2	-0.10	0.57
964	1	1	28	58	22	55	34	64	8	7	43	60	38	62	36	62	51	60	39	57	42	65	65	56	43	51	38	54	3.83	3.00	3.33	3.00	3.25	3.40	1.80	1.25	2	2	4	1	1	0	5	3	2	44	3	1	1	1	1	1	1	1	4	4	3	3	4	4	2	4	4	4	40	1	1	2	3	3	3	3	3	7	-0.10	0.02
965	1	1	20	48	17	47	30	60	2	5	30	49	26	50	34	59	39	53	27	45	40	62	63	55	48	55	42	61	2.83	3.00	3.00	3.17	3.00	2.80	2.00	1.75	1	2	5	1	1	7	5	3	2	44	3	2	3	2	3	3	4	2	5	2	2	3	2	3	3	3	3	3	100	2	1	3	3	3	3	3	3	7	-0.08	0.03
966	2	1	27	57	20	53	23	52	9	2	36	55	35	58	30	54	39	53	32	51	35	56	66	57	47	54	39	55	2.83	2.80	2.33	4.00	4.00	3.75	1.00	1.00	1	2	5	1	1	12	5	5	2	44	3	1	4	2	3	2	3	2	4	4	2	4	3	3	3	1	1	3	200	2	1	2	3	3	2	3	3	5	-0.07	0.18
967	1	1	21	49	28	62	26	55	9	6	39	58	34	58	29	53	41	54	48	64	36	57	53	50	51	58	43	61	2.67	3.00	3.00	3.50	3.67	3.25	2.20	1.00	2	2	5	1	1	0	3	5	2	44	3	1	2	2	2	2	2	2	3	3	2	2	2	2	4	1	2	4	50	2	2	3	3	3	3	3	3	7	-0.06	0.82
968	2	3	23	52	20	53	22	50	6	2	46	62	44	67	30	54	66	68	44	61	32	52	69	59	41	49	35	51	2.83	3.60	2.33	2.33	2.25	2.20	2.20	1.25	1	2	4	1	1	43	5	3	2	44	3	2	3	2	5	2	2	1	4	3	2	4	2	3	4	3	1	2	75	1	2	3	3	3	3	3	3	2	-0.06	0.10
969	1	1	22	51	26	60	28	58	2	6	37	56	34	58	42	70	44	56	41	59	42	66	53	50	53	60	42	61	2.67	3.00	4.00	2.50	3.00	2.75	1.20	1.75	1	2	4	1	1	40	5	3	2	44	3	1	1	1	1	1	1	1	2	3	3	2	4	3	4	2	2	3	50	1	2	3	3	3	3	3	3	7	-0.09	0.64
970	2	4	16	42	10	33	16	43	4	8	25	44	15	33	20	42	32	47	20	37	30	49	56	52	28	36	19	32	3.33	2.00	3.33	2.00	3.00	2.60	1.20	2.50	1	1	10	1	1	12	3	3	2	44	3	1	2	1	1	1	1	1	4	4	3	4	4	4	4	4	4	4	50	1	1	3	3	3	3	3	3	7	-0.07	0.35
971	2	2	30	61	23	57	18	46	7	6	42	60	30	54	22	45	61	65	34	53	31	51	75	63	43	51	40	57	2.83	3.20	3.67	2.67	3.25	3.40	1.40	2.00	1	2	4	1	1	45	5	3	2	44	3	2	1	1	1	1	1	1	4	3	3	3	3	3	3	3	3	3	75	2	1	3	2	3	3	3	3	2	-0.12	0.68
972	2	1	23	53	17	48	24	53	4	8	29	49	20	42	30	54	37	51	32	51	34	54	57	52	43	51	41	58	3.00	2.40	3.33	3.80	3.75	3.80	1.40	1.00	2	2	5	1	1	15	3	6	2	44	3	1	3	2	2	1	4	1	3	3	2	2	2	2	2	3	1	2	50	2	2	2	3	2	3	3	3	1	-0.14	0.10
973	2	8	14	38	13	42	17	44	7	5	35	54	35	59	35	60	35	50	24	42	36	57	48	47	45	52	41	59	3.33	3.00	4.00	3.33	3.33	2.60	1.00	1.75	2	2	6	1	1	0	3	6	2	44	3	1	2	2	2	2	2	2	4	3	2	4	2	4	2	1	1	2	200	2	2	3	3	3	3	3	3	4	-0.10	0.12
974	1	1	24	54	16	46	28	58	6	3	34	54	25	49	26	49	32	47	29	47	37	58	63	55	42	50	40	57	3.17	3.20	4.00	3.17	3.25	3.20	2.00	1.00	2	2	5	1	1	0	5	3	2	44	3	1	2	2	2	2	1	2	4	4	2	2	2	4	2	2	2	2	150	1	2	3	3	3	3	3	3	3	-0.09	0.85
975	2	1	34	64	22	56	29	59	9	8	40	58	37	61	29	53	48	58	43	60	32	52	63	55	54	60	40	57	3.17	3.00	4.00	3.67	3.25	3.60	1.80	1.25	2	2	4	1	1	0	3	5	2	44	3	1	2	1	3	2	2	3	2	4	4	4	3	4	3	2	4	3	100	1	1	3	3	3	3	3	3	3	-0.14	0.47
976	2	1	30	61	28	62	15	42	8	8	41	59	33	57	17	37	50	60	38	57	22	40	68	58	44	52	33	48	3.67	3.40	4.00	3.50	3.75	3.40	1.00	1.75	1	2	7	1	1	9	3	5	2	44	3	1	2	2	3	2	3	2	4	3	3	3	3	2	3	2	2	2	75	2	2	3	3	3	3	3	3	7	-0.09	0.03
977	2	3	19	47	15	44	18	45	6	4	27	46	23	47	26	49	34	49	33	51	29	49	48	46	36	43	31	46	2.50	2.20	3.67	3.33	3.33	3.20	1.00	1.00	1	2	5	1	1	6	3	3	2	44	3	1	3	3	3	2	4	2	3	4	4	4	3	4	3	2	3	4	50	2	2	2	3	3	3	3	3	7	-0.07	0.56
978	2	5	33	63	19	52	28	58	9	8	43	60	38	62	30	54	60	65	34	52	31	51	80	66	46	53	38	55	3.00	2.80	3.33	4.00	4.00	4.00	1.00	1.00	2	2	7	1	1	0	5	5	2	44	3	1	3	3	2	2	3	2	6	4	4	4	4	4	4	2	4	4	100	2	1	3	3	3	3	3	3	7	-0.12	0.69
979	2	6	19	46	16	46	17	44	5	8	42	59	20	42	22	45	39	53	34	53	23	42	47	46	41	49	33	48	2.83	3.00	4.00	3.50	3.50	3.40	1.60	1.50	2	2	3	2	1	0	3	3	2	44	3	1	2	2	2	1	2	2	5	4	4	4	4	4	2	3	3	4	25	1	2	3	3	3	2	3	3	7	-0.09	0.40
980	1	5	24	54	23	57	27	56	7	8	29	49	33	57	25	48	28	43	33	51	28	48	50	48	45	53	36	52	3.33	3.00	3.67	2.83	3.00	2.20	1.80	1.75	1	2	3	2	1	8	3	5	2	44	3	1	3	1	1	2	2	1	4	3	3	3	2	4	4	2	2	4	50	2	1	2	3	1	1	3	3	6	-0.09	0.34
981	1	4	25	55	19	52	14	40	7	8	46	62	31	55	12	31	57	63	33	51	20	38	72	61	46	53	31	46	2.83	2.60	3.00	3.17	3.25	2.50	1.00	1.00	2	2	5	1	1	0	5	3	2	44	3	1	2	2	2	3	2	2	4	4	2	2	4	2	2	2	3	2	100	1	2	3	3	3	3	3	3	2	-0.11	0.59
982	1	6	16	42	18	49	17	44	8	6	21	38	23	46	17	37	30	45	37	55	23	42	55	51	36	44	25	39	2.33	2.80	2.67	4.00	3.75	3.40	2.00	1.50	1	2	5	1	1	40	3	3	2	44	3	1	2	2	2	2	3	3	4	3	3	2	2	2	2	3	2	3	60	2	2	3	3	3	3	3	3	5	-0.15	0.71
983	1	6	19	47	18	50	20	49	3	8	32	52	26	50	20	41	34	48	32	51	21	40	48	47	48	55	27	42	2.83	2.80	2.00	3.33	3.25	2.80	2.00	2.00	2	2	6	1	1	0	3	2	2	44	3	1	4	3	3	2	5	3	4	2	4	4	3	4	2	3	2	4	25	1	2	2	2	2	2	3	3	6	-0.09	0.38
984	2	6	27	57	19	51	14	40	6	8	34	54	23	47	26	50	31	46	27	45	25	44	48	47	42	50	35	51	2.17	2.60	2.67	2.50	2.50	1.80	3.60	1.50	1	2	5	1	1	0	5	3	2	44	3	1	1	2	2	3	1	2	6	2	2	3	2	4	2	3	2	4	30	1	2	2	3	3	3	3	3	2	-0.15	0.98
985	2	1	17	43	12	39	31	61	5	8	31	50	20	42	26	50	37	51	18	33	28	47	41	42	25	31	30	45	3.00	3.00	3.00	3.00	3.25	3.00	1.40	2.25	2	1	4	1	1	27	3	3	2	44	3	1	3	1	2	2	2	1	3	3	3	3	3	4	2	2	2	2	100	1	2	3	3	3	2	3	3	7	-0.09	0.19
986	1	1	18	45	22	55	26	55	8	8	38	57	32	55	21	43	65	67	35	53	32	52	74	62	54	61	37	53	3.67	3.20	3.67	2.83	3.00	2.80	1.40	1.75	1	2	4	1	1	9	5	3	2	44	3	1	2	2	2	2	3	1	4	4	3	4	2	4	3	4	2	2	200	1	1	3	3	3	3	3	3	7	-0.12	0.48
987	2	1	19	46	14	44	26	55	5	4	36	55	32	56	32	56	30	44	25	43	22	41	61	54	46	54	40	57	3.67	3.60	3.33	4.00	4.00	4.00	1.00	1.25	1	2	4	1	1	8	3	5	2	44	3	1	3	1	3	3	4	1	4	4	2	2	2	4	2	2	4	2	150	2	1	3	3	3	2	3	2	6	-0.12	0.61
988	2	1	31	61	23	56	27	56	7	8	36	55	36	60	28	52	35	50	36	55	33	53	60	54	44	52	41	59	3.33	2.80	3.67	2.50	2.00	2.00	1.80	1.50	1	2	4	1	1	40	3	6	2	44	3	2	3	1	3	2	2	1	4	3	3	2	2	3	2	1	1	2	30	2	2	3	2	3	2	3	3	7	-0.06	0.04
989	1	1	21	49	25	59	18	46	9	2	26	45	33	57	26	49	36	51	36	54	34	54	56	51	46	53	38	54	2.67	2.80	2.67	2.33	2.25	2.25	1.40	1.75	1	2	5	1	1	50	5	3	2	44	3	2	3	1	3	1	3	2	4	3	1	1	1	4	2	2	2	2	200	1	2	3	3	3	3	3	3	7	-0.12	0.58
990	1	1	34	64	26	60	37	68	7	6	35	54	33	56	42	70	38	52	36	55	40	63	65	57	51	58	44	64	3.67	3.60	3.33	3.17	3.00	2.80	1.20	1.25	1	2	4	1	1	45	5	5	2	44	3	1	2	2	2	1	2	1	4	4	3	2	3	4	3	3	3	3	200	2	1	3	3	3	3	3	3	7	-0.06	0.03
